CMDLINE python particle_weight.py
MEM 991.050781 1626202055.3721
MEM 993.894531 1626202055.4817
MEM 998.972656 1626202055.5879
MEM 1007.718750 1626202055.6950
MEM 1007.511719 1626202055.8021
MEM 998.343750 1626202055.9097
MEM 1017.402344 1626202056.0188
MEM 1021.414062 1626202056.1250
MEM 1058.656250 1626202056.2301
MEM 1094.671875 1626202056.3367
MEM 1131.085938 1626202056.4442
MEM 1161.722656 1626202056.5515
MEM 1158.914062 1626202056.6611
MEM 1159.816406 1626202056.7688
MEM 1159.472656 1626202056.8742
MEM 1161.707031 1626202056.9823
MEM 1154.792969 1626202057.0865
MEM 1158.472656 1626202057.1930
MEM 1157.269531 1626202057.3009
MEM 1157.234375 1626202057.4116
MEM 1156.136719 1626202057.5193
MEM 1160.386719 1626202057.6272
MEM 1157.359375 1626202057.7359
MEM 1154.480469 1626202057.8429
MEM 1134.199219 1626202057.9525
MEM 1147.394531 1626202058.0618
MEM 1154.636719 1626202058.1676
MEM 1157.183594 1626202058.2768
MEM 1149.914062 1626202058.3838
MEM 1158.460938 1626202058.4879
MEM 1161.109375 1626202058.5939
MEM 1159.875000 1626202058.6985
MEM 1159.648438 1626202058.8042
MEM 1155.941406 1626202058.9197
MEM 1154.449219 1626202059.0262
MEM 1125.523438 1626202059.1347
MEM 1154.746094 1626202059.2429
MEM 1154.996094 1626202059.3470
MEM 1160.417969 1626202059.4530
MEM 1179.281250 1626202059.5628
MEM 1176.082031 1626202059.6679
MEM 1142.746094 1626202059.7738
MEM 1144.156250 1626202059.8799
MEM 1143.953125 1626202059.9858
MEM 1128.734375 1626202060.0947
MEM 1144.691406 1626202060.2013
MEM 1148.445312 1626202060.3075
MEM 1148.589844 1626202060.4167
MEM 1151.824219 1626202060.5235
MEM 1171.636719 1626202060.6317
MEM 1172.207031 1626202060.7380
MEM 1170.898438 1626202060.8464
MEM 1168.847656 1626202060.9521
MEM 1168.023438 1626202061.0568
MEM 1170.449219 1626202061.1639
MEM 1204.941406 1626202061.2727
MEM 1219.550781 1626202061.3801
MEM 1211.812500 1626202061.4857
MEM 1219.402344 1626202061.5925
MEM 1219.085938 1626202061.6989
MEM 1225.003906 1626202061.8044
MEM 1224.921875 1626202061.9106
MEM 1225.417969 1626202062.0173
MEM 1218.808594 1626202062.1224
MEM 1223.121094 1626202062.2303
MEM 1222.101562 1626202062.3360
MEM 1225.457031 1626202062.4443
MEM 1227.667969 1626202062.5485
MEM 1230.136719 1626202062.6542
MEM 1234.820312 1626202062.7597
MEM 1234.851562 1626202062.8692
MEM 1233.769531 1626202062.9748
MEM 1234.984375 1626202063.0866
MEM 1240.339844 1626202063.1937
MEM 1244.824219 1626202063.3000
MEM 1244.593750 1626202063.4063
MEM 1244.898438 1626202063.5153
MEM 1245.617188 1626202063.6215
MEM 1252.152344 1626202063.7313
MEM 1253.851562 1626202063.8385
MEM 1255.187500 1626202063.9450
MEM 1251.906250 1626202064.0507
MEM 1251.382812 1626202064.1562
MEM 1251.292969 1626202064.2639
MEM 1200.503906 1626202064.3697
MEM 1140.832031 1626202064.4769
MEM 1174.085938 1626202064.5815
MEM 1224.464844 1626202064.6890
MEM 1259.480469 1626202064.7935
MEM 1259.242188 1626202064.8973
MEM 1263.722656 1626202065.0056
MEM 1251.640625 1626202065.1116
MEM 1265.171875 1626202065.2195
MEM 1268.109375 1626202065.3252
MEM 1267.785156 1626202065.4305
MEM 1267.855469 1626202065.5372
MEM 1271.699219 1626202065.6435
MEM 1273.625000 1626202065.7538
MEM 1276.476562 1626202065.8591
MEM 1276.375000 1626202065.9677
MEM 1292.593750 1626202066.0767
MEM 1257.625000 1626202066.1820
MEM 1194.054688 1626202066.2867
MEM 1152.386719 1626202066.3961
MEM 1205.726562 1626202066.5023
MEM 1256.500000 1626202066.6075
MEM 1314.476562 1626202066.7144
MEM 1324.820312 1626202066.8218
MEM 1325.824219 1626202066.9315
MEM 1323.347656 1626202067.0383
MEM 1326.679688 1626202067.1443
MEM 1316.140625 1626202067.2501
MEM 1324.031250 1626202067.3540
MEM 1324.246094 1626202067.4616
MEM 1324.996094 1626202067.5674
MEM 1325.070312 1626202067.6723
MEM 1325.054688 1626202067.7832
MEM 1349.273438 1626202067.8883
MEM 1380.238281 1626202067.9950
MEM 1396.250000 1626202068.1006
MEM 1397.062500 1626202068.2051
MEM 1398.625000 1626202068.3112
MEM 1398.621094 1626202068.4200
MEM 1399.335938 1626202068.5279
MEM 1398.363281 1626202068.6326
MEM 1396.511719 1626202068.7386
MEM 1370.179688 1626202068.8479
MEM 1393.730469 1626202068.9525
MEM 1394.140625 1626202069.0571
MEM 1398.386719 1626202069.1658
MEM 1395.343750 1626202069.2709
MEM 1395.332031 1626202069.3761
MEM 1390.906250 1626202069.4820
MEM 1375.152344 1626202069.6033
MEM 1294.167969 1626202069.7272
MEM 1202.191406 1626202069.8665
MEM 1129.933594 1626202069.9837
MEM 1081.148438 1626202070.0908
MEM 1049.007812 1626202070.2021
MEM 1028.425781 1626202070.3084
MEM 1014.804688 1626202070.4159
MEM 1019.054688 1626202070.5230
MEM 1067.164062 1626202070.6317
MEM 1116.914062 1626202070.7391
MEM 1170.664062 1626202070.8439
MEM 1218.683594 1626202070.9483
MEM 1267.218750 1626202071.0557
MEM 1319.128906 1626202071.1600
MEM 1379.738281 1626202071.2679
MEM 1435.429688 1626202071.3735
MEM 1447.105469 1626202071.4819
MEM 1448.863281 1626202071.5910
MEM 1442.820312 1626202071.6983
MEM 1444.921875 1626202071.8100
MEM 1426.343750 1626202071.9185
MEM 1451.132812 1626202072.0252
MEM 1448.335938 1626202072.1319
MEM 1463.101562 1626202072.2405
MEM 1460.441406 1626202072.3461
MEM 1462.410156 1626202072.4516
MEM 1461.812500 1626202072.5587
MEM 1464.023438 1626202072.6714
MEM 1455.792969 1626202072.7805
MEM 1452.164062 1626202072.8861
MEM 1452.734375 1626202072.9954
MEM 1445.890625 1626202073.1011
MEM 1476.058594 1626202073.2087
MEM 1440.246094 1626202073.3141
MEM 1425.820312 1626202073.4211
MEM 1425.699219 1626202073.5271
MEM 1426.843750 1626202073.6395
MEM 1425.593750 1626202073.7463
MEM 1427.203125 1626202073.8602
MEM 1425.523438 1626202073.9710
MEM 1424.683594 1626202074.0756
MEM 1425.437500 1626202074.1820
MEM 1418.027344 1626202074.2879
MEM 1357.792969 1626202074.3925
MEM 1294.652344 1626202074.4999
MEM 1238.089844 1626202074.6096
MEM 1282.667969 1626202074.7220
MEM 1333.386719 1626202074.8335
MEM 1387.648438 1626202074.9415
MEM 1429.183594 1626202075.0503
MEM 1439.792969 1626202075.1545
MEM 1463.910156 1626202075.2601
MEM 1464.386719 1626202075.3702
MEM 1466.484375 1626202075.4769
MEM 1476.222656 1626202075.5882
MEM 1475.585938 1626202075.6946
MEM 1477.582031 1626202075.8027
MEM 1471.257812 1626202075.9090
MEM 1481.703125 1626202076.0185
MEM 1470.292969 1626202076.1242
MEM 1477.269531 1626202076.2345
MEM 1477.347656 1626202076.3468
MEM 1479.562500 1626202076.4578
MEM 1476.503906 1626202076.5646
MEM 1478.820312 1626202076.6687
MEM 1477.191406 1626202076.7742
MEM 1475.585938 1626202076.8819
MEM 1479.273438 1626202076.9863
MEM 1473.640625 1626202077.0967
MEM 1405.195312 1626202077.2030
MEM 1446.664062 1626202077.3091
MEM 1465.078125 1626202077.4216
MEM 1472.128906 1626202077.5303
MEM 1444.843750 1626202077.6380
MEM 1376.488281 1626202077.7463
MEM 1309.750000 1626202077.8560
MEM 1244.125000 1626202077.9627
MEM 1180.265625 1626202078.0797
MEM 1123.406250 1626202078.1967
MEM 1072.875000 1626202078.3072
MEM 1012.894531 1626202078.4157
MEM 965.644531 1626202078.5216
MEM 932.117188 1626202078.6319
MEM 890.988281 1626202078.7381
MEM 851.726562 1626202078.8570
MEM 849.582031 1626202078.9735
MEM 850.425781 1626202079.0908
MEM 828.156250 1626202079.1979
MEM 842.164062 1626202079.3033
MEM 884.496094 1626202079.4095
MEM 934.636719 1626202079.5191
MEM 980.625000 1626202079.6254
MEM 1022.464844 1626202079.7618
MEM 1046.328125 1626202079.8702
MEM 1081.441406 1626202079.9810
MEM 1123.671875 1626202080.0975
MEM 1169.378906 1626202080.2111
MEM 1212.351562 1626202080.3179
MEM 1263.066406 1626202080.4251
MEM 1310.316406 1626202080.5335
MEM 1354.273438 1626202080.6405
MEM 1394.093750 1626202080.7510
MEM 1433.332031 1626202080.8579
MEM 1468.691406 1626202080.9688
MEM 1509.726562 1626202081.0784
MEM 1559.335938 1626202081.1824
MEM 1573.074219 1626202081.2900
MEM 1567.894531 1626202081.3996
MEM 1558.148438 1626202081.5081
MEM 1538.804688 1626202081.6173
MEM 1539.707031 1626202081.7234
MEM 1529.433594 1626202081.8321
MEM 1524.664062 1626202081.9365
MEM 1527.128906 1626202082.0429
MEM 1537.332031 1626202082.1501
MEM 1543.234375 1626202082.2596
MEM 1537.625000 1626202082.3749
MEM 1537.925781 1626202082.4813
MEM 1540.613281 1626202082.5889
MEM 1537.039062 1626202082.6953
MEM 1536.980469 1626202082.8019
MEM 1530.179688 1626202082.9140
MEM 1531.062500 1626202083.0189
MEM 1528.738281 1626202083.1280
MEM 1528.683594 1626202083.2354
MEM 1526.933594 1626202083.3433
MEM 1529.367188 1626202083.4538
MEM 1528.363281 1626202083.5613
MEM 1517.863281 1626202083.6689
MEM 1513.546875 1626202083.7759
MEM 1497.890625 1626202083.8819
MEM 1495.738281 1626202083.9874
MEM 1476.656250 1626202084.0949
MEM 1419.289062 1626202084.2029
MEM 1372.945312 1626202084.3192
MEM 1355.457031 1626202084.4321
MEM 1305.734375 1626202084.5367
MEM 1256.281250 1626202084.6431
MEM 1202.636719 1626202084.7500
MEM 1179.105469 1626202084.8566
MEM 1175.140625 1626202084.9666
MEM 1217.769531 1626202085.0730
MEM 1242.660156 1626202085.1864
MEM 1278.957031 1626202085.2997
MEM 1326.085938 1626202085.4037
MEM 1376.917969 1626202085.5119
MEM 1404.500000 1626202085.6214
MEM 1406.507812 1626202085.7293
MEM 1406.742188 1626202085.8347
MEM 1403.875000 1626202085.9431
MEM 1407.609375 1626202086.0497
MEM 1411.949219 1626202086.1573
MEM 1422.777344 1626202086.2664
MEM 1424.867188 1626202086.3733
MEM 1443.796875 1626202086.4806
MEM 1447.378906 1626202086.5874
MEM 1449.070312 1626202086.6968
MEM 1474.484375 1626202086.8079
MEM 1472.574219 1626202086.9144
MEM 1481.386719 1626202087.0253
MEM 1497.503906 1626202087.1321
MEM 1473.566406 1626202087.2401
MEM 1513.496094 1626202087.3457
MEM 1538.742188 1626202087.4548
MEM 1535.648438 1626202087.5679
MEM 1535.273438 1626202087.6740
MEM 1534.015625 1626202087.7899
MEM 1534.785156 1626202087.8948
MEM 1503.468750 1626202088.0017
MEM 1461.093750 1626202088.1082
MEM 1440.652344 1626202088.2173
MEM 1477.839844 1626202088.3227
MEM 1524.339844 1626202088.4326
MEM 1521.714844 1626202088.5373
MEM 1516.363281 1626202088.6461
MEM 1509.933594 1626202088.7512
MEM 1508.292969 1626202088.8554
MEM 1512.414062 1626202088.9671
MEM 1509.085938 1626202089.0730
MEM 1509.203125 1626202089.1872
MEM 1511.640625 1626202089.2952
MEM 1507.289062 1626202089.4047
MEM 1507.656250 1626202089.5131
MEM 1506.406250 1626202089.6200
MEM 1510.550781 1626202089.7289
MEM 1508.421875 1626202089.8352
MEM 1532.324219 1626202089.9442
MEM 1529.929688 1626202090.0498
MEM 1532.199219 1626202090.1558
MEM 1530.781250 1626202090.2670
MEM 1531.644531 1626202090.3731
MEM 1531.527344 1626202090.4813
MEM 1542.421875 1626202090.5903
MEM 1542.808594 1626202090.6992
MEM 1541.835938 1626202090.8073
MEM 1537.964844 1626202090.9144
MEM 1540.238281 1626202091.0187
MEM 1541.464844 1626202091.1272
MEM 1549.335938 1626202091.2384
MEM 1546.250000 1626202091.3446
MEM 1541.925781 1626202091.4506
MEM 1549.207031 1626202091.5570
MEM 1545.855469 1626202091.6636
MEM 1547.312500 1626202091.7679
MEM 1548.507812 1626202091.8772
MEM 1549.832031 1626202091.9839
MEM 1546.480469 1626202092.0921
MEM 1537.292969 1626202092.1972
MEM 1542.496094 1626202092.3030
MEM 1497.960938 1626202092.4080
MEM 1446.738281 1626202092.5122
MEM 1395.683594 1626202092.6188
MEM 1348.445312 1626202092.7244
MEM 1290.835938 1626202092.8314
MEM 1232.347656 1626202092.9358
MEM 1178.277344 1626202093.0436
MEM 1123.582031 1626202093.1489
MEM 1068.636719 1626202093.2545
MEM 1019.019531 1626202093.3593
MEM 971.785156 1626202093.4694
MEM 924.984375 1626202093.5752
MEM 912.886719 1626202093.6896
MEM 899.121094 1626202093.8003
MEM 877.113281 1626202093.9105
MEM 856.863281 1626202094.0191
MEM 846.429688 1626202094.1238
MEM 825.433594 1626202094.2308
MEM 805.218750 1626202094.3363
MEM 812.218750 1626202094.4430
MEM 824.929688 1626202094.5518
MEM 835.335938 1626202094.6595
MEM 845.640625 1626202094.7704
MEM 855.976562 1626202094.8744
MEM 864.890625 1626202094.9838
MEM 882.960938 1626202095.0911
MEM 903.632812 1626202095.1983
MEM 925.320312 1626202095.3039
MEM 947.820312 1626202095.4084
MEM 965.320312 1626202095.5204
MEM 949.324219 1626202095.6272
MEM 938.550781 1626202095.7333
MEM 930.109375 1626202095.8401
MEM 918.554688 1626202095.9442
MEM 903.812500 1626202096.0482
MEM 861.152344 1626202096.1555
MEM 857.562500 1626202096.2600
MEM 869.812500 1626202096.3688
MEM 881.828125 1626202096.4747
MEM 893.328125 1626202096.5826
MEM 903.679688 1626202096.6876
MEM 912.015625 1626202096.7935
MEM 929.519531 1626202096.9026
MEM 957.843750 1626202097.0099
MEM 964.062500 1626202097.1210
MEM 877.281250 1626202097.2309
MEM 857.863281 1626202097.3425
MEM 871.902344 1626202097.4489
MEM 881.699219 1626202097.5537
MEM 894.527344 1626202097.6608
MEM 906.355469 1626202097.7687
MEM 918.183594 1626202097.8756
MEM 929.382812 1626202097.9839
MEM 946.558594 1626202098.0916
MEM 977.523438 1626202098.1963
MEM 979.691406 1626202098.3064
MEM 948.460938 1626202098.4130
MEM 900.804688 1626202098.5210
MEM 842.500000 1626202098.6298
MEM 852.187500 1626202098.7354
MEM 860.957031 1626202098.8506
MEM 865.824219 1626202098.9590
MEM 873.367188 1626202099.0676
MEM 882.187500 1626202099.1741
MEM 893.125000 1626202099.2836
MEM 902.203125 1626202099.3888
MEM 910.992188 1626202099.4967
MEM 918.867188 1626202099.6041
MEM 926.710938 1626202099.7116
MEM 948.207031 1626202099.8203
MEM 955.687500 1626202099.9311
MEM 887.078125 1626202100.0361
MEM 869.175781 1626202100.1446
MEM 848.308594 1626202100.2517
MEM 859.148438 1626202100.3605
MEM 871.429688 1626202100.4687
MEM 885.406250 1626202100.5751
MEM 898.554688 1626202100.6820
MEM 910.984375 1626202100.7876
MEM 926.390625 1626202100.8935
MEM 958.902344 1626202101.0014
MEM 992.726562 1626202101.1049
MEM 1028.500000 1626202101.2103
MEM 1034.187500 1626202101.3186
MEM 1042.601562 1626202101.4232
MEM 1036.414062 1626202101.5312
MEM 1040.167969 1626202101.6360
MEM 989.800781 1626202101.7471
MEM 935.179688 1626202101.8541
MEM 945.507812 1626202101.9605
MEM 957.210938 1626202102.0686
MEM 969.402344 1626202102.1729
MEM 980.109375 1626202102.2808
MEM 990.671875 1626202102.3863
MEM 1007.117188 1626202102.4969
MEM 1032.929688 1626202102.6017
MEM 1054.078125 1626202102.7059
MEM 1036.507812 1626202102.8106
MEM 1022.796875 1626202102.9238
MEM 989.574219 1626202103.0325
MEM 924.613281 1626202103.1388
MEM 915.265625 1626202103.2478
MEM 927.136719 1626202103.3527
MEM 939.464844 1626202103.4573
MEM 952.519531 1626202103.5662
MEM 965.457031 1626202103.6702
MEM 979.351562 1626202103.7753
MEM 992.035156 1626202103.8808
MEM 1010.027344 1626202103.9864
MEM 1032.800781 1626202104.0932
MEM 1056.910156 1626202104.1990
MEM 1055.808594 1626202104.3526
MEM 951.238281 1626202104.4580
MEM 903.449219 1626202104.5647
MEM 916.437500 1626202104.6702
MEM 927.562500 1626202104.7763
MEM 939.406250 1626202104.8814
MEM 951.445312 1626202104.9856
MEM 963.914062 1626202105.0933
MEM 979.640625 1626202105.1986
MEM 1007.511719 1626202105.3037
MEM 1034.539062 1626202105.4085
MEM 1060.082031 1626202105.5143
MEM 1089.007812 1626202105.6195
MEM 1034.753906 1626202105.7240
MEM 933.335938 1626202105.8486
MEM 929.187500 1626202105.9685
MEM 942.679688 1626202106.0729
MEM 956.218750 1626202106.1825
MEM 970.476562 1626202106.2867
MEM 987.398438 1626202106.3982
MEM 1017.195312 1626202106.5059
MEM 1038.843750 1626202106.6108
MEM 1009.296875 1626202106.7191
MEM 913.863281 1626202106.8233
MEM 883.695312 1626202106.9309
MEM 894.000000 1626202107.0386
MEM 903.921875 1626202107.1445
MEM 914.750000 1626202107.2503
MEM 924.398438 1626202107.3541
MEM 934.296875 1626202107.4579
MEM 944.859375 1626202107.5642
MEM 966.109375 1626202107.6724
MEM 991.507812 1626202107.7818
MEM 1016.695312 1626202107.8863
MEM 1039.832031 1626202107.9928
MEM 1003.707031 1626202108.0998
MEM 912.425781 1626202108.2088
MEM 893.113281 1626202108.3133
MEM 894.980469 1626202108.4242
MEM 897.183594 1626202108.5328
MEM 908.125000 1626202108.6409
MEM 926.707031 1626202108.7537
MEM 932.246094 1626202108.8619
MEM 935.945312 1626202108.9691
MEM 950.035156 1626202109.0740
MEM 971.699219 1626202109.1804
MEM 998.566406 1626202109.2838
MEM 1023.925781 1626202109.3873
MEM 1049.527344 1626202109.4943
MEM 1024.640625 1626202109.6020
MEM 957.597656 1626202109.7097
MEM 948.925781 1626202109.8224
MEM 959.042969 1626202109.9309
MEM 969.285156 1626202110.0392
MEM 979.679688 1626202110.1435
MEM 988.824219 1626202110.2472
MEM 1000.371094 1626202110.3549
MEM 1012.968750 1626202110.4587
MEM 1034.917969 1626202110.5650
MEM 1060.269531 1626202110.6731
MEM 1084.527344 1626202110.7806
MEM 1100.078125 1626202110.8883
MEM 1016.492188 1626202110.9939
MEM 940.558594 1626202111.1029
MEM 929.632812 1626202111.2079
MEM 941.343750 1626202111.3133
MEM 952.460938 1626202111.4223
MEM 963.789062 1626202111.5310
MEM 977.960938 1626202111.6400
MEM 986.796875 1626202111.7440
MEM 1000.976562 1626202111.8483
MEM 1021.914062 1626202111.9549
MEM 1042.953125 1626202112.0593
MEM 1062.695312 1626202112.1638
MEM 1083.148438 1626202112.2712
MEM 1102.515625 1626202112.3746
MEM 1067.910156 1626202112.4815
