CMDLINE python particle_weight.py
MEM 982.410156 1626202112.5862
MEM 940.792969 1626202112.6936
MEM 950.246094 1626202112.7973
MEM 959.949219 1626202112.9014
MEM 971.253906 1626202113.0066
MEM 979.355469 1626202113.1109
MEM 990.957031 1626202113.2183
MEM 996.488281 1626202113.3220
MEM 1008.699219 1626202113.4259
MEM 1033.136719 1626202113.5305
MEM 1058.613281 1626202113.6385
MEM 1084.824219 1626202113.7438
MEM 1108.128906 1626202113.8478
MEM 1063.492188 1626202113.9557
MEM 995.082031 1626202114.0606
MEM 969.738281 1626202114.1698
MEM 980.253906 1626202114.2812
MEM 990.488281 1626202114.3856
MEM 999.722656 1626202114.4945
MEM 1000.761719 1626202114.6027
MEM 1001.800781 1626202114.7096
MEM 1006.503906 1626202114.8197
MEM 1023.941406 1626202114.9232
MEM 1049.746094 1626202115.0304
MEM 1076.230469 1626202115.1346
MEM 1101.144531 1626202115.2440
MEM 1110.703125 1626202115.3497
MEM 1018.750000 1626202115.4542
MEM 978.121094 1626202115.5585
MEM 999.566406 1626202115.6650
MEM 1012.167969 1626202115.7719
MEM 1028.808594 1626202115.8761
MEM 1043.984375 1626202115.9865
MEM 1070.949219 1626202116.0950
MEM 1090.511719 1626202116.2009
MEM 1111.464844 1626202116.3076
MEM 1109.210938 1626202116.4156
MEM 1024.785156 1626202116.5217
MEM 944.984375 1626202116.6312
MEM 955.500000 1626202116.7377
MEM 968.625000 1626202116.8470
MEM 978.148438 1626202116.9509
MEM 989.507812 1626202117.0567
MEM 1000.195312 1626202117.1640
MEM 1011.656250 1626202117.2723
MEM 1024.171875 1626202117.3808
MEM 1046.718750 1626202117.4850
MEM 1066.062500 1626202117.5929
MEM 1086.804688 1626202117.6971
MEM 1115.250000 1626202117.8030
MEM 1053.757812 1626202117.9071
MEM 1005.074219 1626202118.0112
MEM 946.164062 1626202118.1183
MEM 940.078125 1626202118.2243
MEM 948.265625 1626202118.3311
MEM 958.187500 1626202118.4376
MEM 970.050781 1626202118.5459
MEM 981.312500 1626202118.6521
MEM 993.296875 1626202118.7592
MEM 1002.882812 1626202118.8642
MEM 1025.601562 1626202118.9682
MEM 1047.968750 1626202119.0753
MEM 1069.445312 1626202119.1850
MEM 1088.523438 1626202119.2941
MEM 1114.191406 1626202119.3984
MEM 1140.367188 1626202119.5035
MEM 1084.796875 1626202119.6097
MEM 1002.601562 1626202119.7189
MEM 979.886719 1626202119.8250
MEM 989.640625 1626202119.9313
MEM 1001.488281 1626202120.0376
MEM 1009.960938 1626202120.1465
MEM 1020.902344 1626202120.2513
MEM 1031.644531 1626202120.3582
MEM 1033.808594 1626202120.4693
MEM 1034.398438 1626202120.5799
MEM 1049.042969 1626202120.6846
MEM 1074.480469 1626202120.7928
MEM 1100.628906 1626202120.8963
MEM 1123.167969 1626202120.9994
MEM 1094.152344 1626202121.1037
MEM 1006.261719 1626202121.2090
MEM 966.046875 1626202121.3131
MEM 976.960938 1626202121.4185
MEM 990.398438 1626202121.5249
MEM 1002.828125 1626202121.6308
MEM 1015.445312 1626202121.7385
MEM 1027.394531 1626202121.8443
MEM 1044.968750 1626202121.9480
MEM 1067.398438 1626202122.0520
MEM 1092.125000 1626202122.1557
MEM 1115.875000 1626202122.2595
MEM 1140.937500 1626202122.3680
MEM 1081.847656 1626202122.4741
MEM 983.593750 1626202122.5823
MEM 975.632812 1626202122.6904
MEM 986.597656 1626202122.7941
MEM 994.937500 1626202122.9013
MEM 1006.265625 1626202123.0059
MEM 1018.242188 1626202123.1115
MEM 1032.429688 1626202123.2182
MEM 1055.226562 1626202123.3251
MEM 1077.734375 1626202123.4317
MEM 1097.476562 1626202123.5392
MEM 1117.156250 1626202123.6442
MEM 1141.953125 1626202123.7489
MEM 1051.667969 1626202123.8543
MEM 962.925781 1626202123.9604
MEM 963.703125 1626202124.0683
MEM 974.359375 1626202124.1766
MEM 985.328125 1626202124.2830
MEM 996.632812 1626202124.3866
MEM 1007.750000 1626202124.4941
MEM 1023.890625 1626202124.5982
MEM 1045.273438 1626202124.7025
MEM 1068.546875 1626202124.8110
MEM 1089.992188 1626202124.9198
MEM 1111.992188 1626202125.0269
MEM 1131.929688 1626202125.1310
MEM 1074.554688 1626202125.2406
MEM 1006.410156 1626202125.3453
MEM 960.546875 1626202125.4490
MEM 969.726562 1626202125.5537
MEM 980.195312 1626202125.6610
MEM 992.101562 1626202125.7685
MEM 1003.574219 1626202125.8722
MEM 1015.296875 1626202125.9822
MEM 1028.019531 1626202126.0903
MEM 1043.328125 1626202126.1939
MEM 1064.218750 1626202126.2992
MEM 1090.078125 1626202126.4043
MEM 1112.625000 1626202126.5129
MEM 1126.781250 1626202126.6184
MEM 1144.007812 1626202126.7228
MEM 1061.707031 1626202126.8305
MEM 1008.187500 1626202126.9345
MEM 981.824219 1626202127.0438
MEM 993.886719 1626202127.1492
MEM 1003.316406 1626202127.2588
MEM 1013.558594 1626202127.3627
MEM 1022.824219 1626202127.4678
MEM 1034.175781 1626202127.5766
MEM 1044.980469 1626202127.6824
MEM 1056.058594 1626202127.7867
MEM 1070.683594 1626202127.8944
MEM 1091.417969 1626202127.9989
MEM 1111.089844 1626202128.1028
MEM 1129.183594 1626202128.2118
MEM 1150.761719 1626202128.3183
MEM 1085.375000 1626202128.4222
MEM 1018.941406 1626202128.5308
MEM 997.000000 1626202128.6370
MEM 1007.187500 1626202128.7443
MEM 1015.898438 1626202128.8500
MEM 1028.585938 1626202128.9538
MEM 1040.515625 1626202129.0615
MEM 1050.476562 1626202129.1686
MEM 1065.960938 1626202129.2738
MEM 1088.835938 1626202129.3808
MEM 1113.843750 1626202129.4844
MEM 1141.039062 1626202129.5912
MEM 1166.218750 1626202129.6953
MEM 1116.605469 1626202129.7992
MEM 1024.136719 1626202129.9048
MEM 999.980469 1626202130.0115
MEM 1011.292969 1626202130.1180
MEM 1024.324219 1626202130.2242
MEM 1038.058594 1626202130.3313
MEM 1050.351562 1626202130.4358
MEM 1064.480469 1626202130.5442
MEM 1077.832031 1626202130.6480
MEM 1101.300781 1626202130.7514
MEM 1121.035156 1626202130.8599
MEM 1145.574219 1626202130.9681
MEM 1167.582031 1626202131.0723
MEM 1173.785156 1626202131.1818
MEM 1097.273438 1626202131.2859
MEM 1012.507812 1626202131.3942
MEM 1013.191406 1626202131.4995
MEM 1022.925781 1626202131.6040
MEM 1033.863281 1626202131.7083
MEM 1045.269531 1626202131.8158
MEM 1057.375000 1626202131.9198
MEM 1070.339844 1626202132.0273
MEM 1082.824219 1626202132.1323
MEM 1100.097656 1626202132.2390
MEM 1117.117188 1626202132.3471
MEM 1141.542969 1626202132.4531
MEM 1162.941406 1626202132.5569
MEM 1186.292969 1626202132.6610
MEM 1159.550781 1626202132.7690
MEM 1077.089844 1626202132.8730
MEM 1042.074219 1626202132.9827
MEM 1052.074219 1626202133.0873
MEM 1063.988281 1626202133.1949
MEM 1074.199219 1626202133.3006
MEM 1086.339844 1626202133.4046
MEM 1097.347656 1626202133.5110
MEM 1108.878906 1626202133.6178
MEM 1128.128906 1626202133.7219
MEM 1144.238281 1626202133.8259
MEM 1166.031250 1626202133.9303
MEM 1185.253906 1626202134.0378
MEM 1199.722656 1626202134.1450
MEM 1104.023438 1626202134.2539
MEM 1020.746094 1626202134.3690
MEM 1018.964844 1626202134.4746
MEM 1030.042969 1626202134.5850
MEM 1041.464844 1626202134.6959
MEM 1048.539062 1626202134.8019
MEM 1060.832031 1626202134.9056
MEM 1071.699219 1626202135.0090
MEM 1085.371094 1626202135.1152
MEM 1101.519531 1626202135.2195
MEM 1124.152344 1626202135.3230
MEM 1144.863281 1626202135.4305
MEM 1169.902344 1626202135.5344
MEM 1130.882812 1626202135.6423
MEM 1055.343750 1626202135.7508
MEM 995.003906 1626202135.8547
MEM 1005.910156 1626202135.9600
MEM 1015.339844 1626202136.0686
MEM 1027.386719 1626202136.1772
MEM 1040.617188 1626202136.2824
MEM 1050.292969 1626202136.3881
MEM 1062.816406 1626202136.4926
MEM 1078.574219 1626202136.5970
MEM 1100.636719 1626202136.7013
MEM 1118.785156 1626202136.8046
MEM 1137.457031 1626202136.9083
MEM 1160.605469 1626202137.0147
MEM 1139.582031 1626202137.1182
MEM 1058.531250 1626202137.2323
MEM 998.679688 1626202137.3440
MEM 1006.656250 1626202137.4488
MEM 1018.578125 1626202137.5534
MEM 1032.398438 1626202137.6576
MEM 1045.750000 1626202137.7654
MEM 1055.367188 1626202137.8692
MEM 1068.382812 1626202137.9726
MEM 1090.562500 1626202138.0813
MEM 1113.210938 1626202138.1855
MEM 1132.257812 1626202138.2926
MEM 1141.601562 1626202138.4007
MEM 1146.062500 1626202138.5119
MEM 1146.625000 1626202138.6199
MEM 1154.800781 1626202138.7232
MEM 1174.156250 1626202138.8303
MEM 1136.082031 1626202138.9354
MEM 1047.359375 1626202139.0442
MEM 1001.761719 1626202139.1499
MEM 1013.011719 1626202139.2564
MEM 1022.855469 1626202139.3597
MEM 1032.527344 1626202139.4688
MEM 1041.371094 1626202139.5769
MEM 1054.488281 1626202139.6826
MEM 1073.167969 1626202139.7885
MEM 1091.152344 1626202139.8942
MEM 1072.429688 1626202140.0057
MEM 982.191406 1626202140.1165
MEM 928.164062 1626202140.2276
MEM 909.109375 1626202140.3375
MEM 869.730469 1626202140.4462
MEM 845.113281 1626202140.5491
MEM 853.503906 1626202140.6580
MEM 818.355469 1626202140.7664
MEM 822.929688 1626202140.8738
MEM 829.679688 1626202140.9834
MEM 838.687500 1626202141.0881
MEM 850.085938 1626202141.1938
MEM 860.140625 1626202141.2997
MEM 872.109375 1626202141.4046
MEM 881.187500 1626202141.5084
MEM 891.382812 1626202141.6171
MEM 906.250000 1626202141.7239
MEM 919.523438 1626202141.8314
MEM 928.554688 1626202141.9343
MEM 940.667969 1626202142.0375
MEM 951.273438 1626202142.1428
MEM 962.906250 1626202142.2499
MEM 973.507812 1626202142.3573
MEM 984.710938 1626202142.4654
MEM 996.804688 1626202142.5732
MEM 1007.945312 1626202142.6830
MEM 1021.453125 1626202142.7879
MEM 1032.222656 1626202142.8932
MEM 1041.203125 1626202143.0012
MEM 1059.984375 1626202143.1067
MEM 1078.742188 1626202143.2107
MEM 1099.578125 1626202143.3180
MEM 1120.382812 1626202143.4221
MEM 1136.953125 1626202143.5278
MEM 1147.757812 1626202143.6372
MEM 1063.625000 1626202143.7507
MEM 1047.957031 1626202143.8594
MEM 1057.566406 1626202143.9667
MEM 1066.816406 1626202144.0720
MEM 1073.949219 1626202144.1787
MEM 1083.605469 1626202144.2835
MEM 1090.519531 1626202144.3906
MEM 1017.531250 1626202144.4992
MEM 949.046875 1626202144.6042
MEM 957.226562 1626202144.7082
MEM 969.144531 1626202144.8121
MEM 979.500000 1626202144.9212
MEM 990.703125 1626202145.0256
MEM 1005.230469 1626202145.1332
MEM 1013.921875 1626202145.2383
MEM 1024.296875 1626202145.3442
MEM 1034.410156 1626202145.4521
MEM 1044.519531 1626202145.5556
MEM 1056.613281 1626202145.6620
MEM 1069.910156 1626202145.7682
MEM 1079.199219 1626202145.8753
MEM 1089.933594 1626202145.9812
MEM 1102.386719 1626202146.0850
MEM 1113.097656 1626202146.1947
MEM 1102.609375 1626202146.3023
MEM 1110.808594 1626202146.4100
MEM 1104.578125 1626202146.5185
MEM 1017.449219 1626202146.6266
MEM 942.738281 1626202146.7380
MEM 929.578125 1626202146.8521
MEM 915.703125 1626202146.9893
MEM 922.187500 1626202147.0965
MEM 930.312500 1626202147.2043
MEM 941.445312 1626202147.3083
MEM 953.398438 1626202147.4163
MEM 963.503906 1626202147.5203
MEM 970.968750 1626202147.6269
MEM 977.632812 1626202147.7318
MEM 988.195312 1626202147.8363
MEM 997.515625 1626202147.9665
MEM 996.480469 1626202148.0764
MEM 911.621094 1626202148.1806
MEM 853.105469 1626202148.2894
MEM 825.253906 1626202148.3986
MEM 747.992188 1626202148.5044
MEM 675.023438 1626202148.6127
MEM 649.746094 1626202148.7186
MEM 646.429688 1626202148.8240
MEM 643.687500 1626202148.9372
MEM 651.417969 1626202149.0438
MEM 662.761719 1626202149.1483
MEM 670.871094 1626202149.2578
MEM 683.175781 1626202149.3640
MEM 695.605469 1626202149.4717
MEM 708.113281 1626202149.5755
MEM 720.128906 1626202149.6814
MEM 733.277344 1626202149.7894
MEM 743.535156 1626202149.8938
MEM 752.261719 1626202149.9986
MEM 759.875000 1626202150.1034
MEM 765.597656 1626202150.2076
MEM 778.566406 1626202150.3160
MEM 791.277344 1626202150.4200
MEM 811.597656 1626202150.5285
MEM 831.066406 1626202150.6354
MEM 850.644531 1626202150.7430
MEM 864.644531 1626202150.8489
MEM 872.839844 1626202150.9668
MEM 808.781250 1626202151.0772
MEM 814.191406 1626202151.1862
MEM 821.261719 1626202151.2948
MEM 829.609375 1626202151.3988
MEM 806.644531 1626202151.5154
MEM 759.992188 1626202151.6224
MEM 759.710938 1626202151.7332
MEM 766.445312 1626202151.8387
MEM 772.054688 1626202151.9449
MEM 782.035156 1626202152.0494
MEM 792.773438 1626202152.1551
MEM 804.328125 1626202152.2592
MEM 827.882812 1626202152.3662
MEM 854.242188 1626202152.4734
MEM 870.320312 1626202152.5819
MEM 801.261719 1626202152.6866
MEM 730.386719 1626202152.7942
MEM 701.121094 1626202152.8982
MEM 711.871094 1626202153.0071
MEM 723.714844 1626202153.1126
MEM 735.582031 1626202153.2180
MEM 748.058594 1626202153.3249
MEM 762.597656 1626202153.4307
MEM 785.878906 1626202153.5375
MEM 815.003906 1626202153.6444
MEM 839.207031 1626202153.7506
MEM 862.363281 1626202153.8544
MEM 873.496094 1626202153.9588
MEM 867.191406 1626202154.0644
MEM 798.582031 1626202154.1727
MEM 764.484375 1626202154.2831
MEM 772.328125 1626202154.3922
MEM 781.648438 1626202154.4960
MEM 794.429688 1626202154.5998
MEM 806.726562 1626202154.7073
MEM 817.757812 1626202154.8113
MEM 838.464844 1626202154.9194
MEM 858.921875 1626202155.0261
MEM 878.304688 1626202155.1323
MEM 900.328125 1626202155.2380
MEM 890.648438 1626202155.3438
MEM 826.921875 1626202155.4486
MEM 782.609375 1626202155.5559
MEM 787.648438 1626202155.6609
MEM 802.253906 1626202155.7683
MEM 809.972656 1626202155.8743
MEM 827.437500 1626202155.9808
MEM 839.042969 1626202156.0842
MEM 849.886719 1626202156.1896
MEM 872.917969 1626202156.2930
MEM 890.886719 1626202156.3991
MEM 915.410156 1626202156.5065
MEM 932.824219 1626202156.6109
MEM 938.421875 1626202156.7211
MEM 879.039062 1626202156.8285
MEM 821.082031 1626202156.9347
MEM 802.445312 1626202157.0388
MEM 811.140625 1626202157.1438
MEM 820.171875 1626202157.2491
MEM 828.453125 1626202157.3580
MEM 838.554688 1626202157.4710
MEM 847.441406 1626202157.5831
MEM 854.906250 1626202157.6940
MEM 862.289062 1626202157.8038
MEM 869.722656 1626202157.9141
MEM 875.332031 1626202158.0267
MEM 879.824219 1626202158.1331
MEM 890.625000 1626202158.2408
MEM 863.511719 1626202158.3445
MEM 787.597656 1626202158.4530
MEM 770.621094 1626202158.5584
MEM 773.511719 1626202158.6676
MEM 774.578125 1626202158.7775
MEM 779.113281 1626202158.8932
MEM 749.109375 1626202159.0023
MEM 740.789062 1626202159.1124
MEM 752.761719 1626202159.2209
MEM 760.722656 1626202159.3264
MEM 772.699219 1626202159.4350
MEM 782.855469 1626202159.5466
MEM 788.941406 1626202159.6595
MEM 793.316406 1626202159.7716
MEM 799.128906 1626202159.8792
MEM 814.445312 1626202159.9879
MEM 834.265625 1626202160.0968
MEM 856.507812 1626202160.2045
MEM 842.789062 1626202160.3149
MEM 799.933594 1626202160.4308
MEM 755.195312 1626202160.5487
MEM 766.300781 1626202160.6559
MEM 756.316406 1626202160.7766
MEM 708.171875 1626202160.8990
MEM 704.507812 1626202161.0179
MEM 708.175781 1626202161.1276
MEM 712.628906 1626202161.2400
MEM 716.125000 1626202161.3541
MEM 721.777344 1626202161.4622
MEM 741.605469 1626202161.5705
MEM 765.878906 1626202161.6776
MEM 785.972656 1626202161.7837
MEM 810.265625 1626202161.8910
MEM 766.617188 1626202162.0049
MEM 744.570312 1626202162.1135
MEM 738.542969 1626202162.2201
MEM 733.085938 1626202162.3355
MEM 742.031250 1626202162.4813
MEM 745.582031 1626202162.5927
MEM 750.378906 1626202162.7024
MEM 756.378906 1626202162.8107
MEM 771.562500 1626202162.9200
MEM 789.828125 1626202163.0270
MEM 811.816406 1626202163.1306
MEM 832.820312 1626202163.2359
MEM 857.332031 1626202163.3438
MEM 877.976562 1626202163.4487
MEM 866.441406 1626202163.5588
MEM 814.730469 1626202163.6641
MEM 775.394531 1626202163.7700
MEM 732.562500 1626202163.8763
MEM 696.925781 1626202163.9806
MEM 706.464844 1626202164.0916
MEM 713.691406 1626202164.1996
MEM 719.949219 1626202164.3063
MEM 729.667969 1626202164.4140
MEM 746.121094 1626202164.5183
MEM 765.003906 1626202164.6221
MEM 787.722656 1626202164.7255
MEM 809.941406 1626202164.8313
MEM 835.097656 1626202164.9380
MEM 862.167969 1626202165.0463
MEM 880.558594 1626202165.1504
MEM 815.015625 1626202165.2551
MEM 780.699219 1626202165.3624
MEM 727.664062 1626202165.4701
MEM 737.808594 1626202165.5770
MEM 747.117188 1626202165.6813
MEM 758.074219 1626202165.7863
MEM 771.171875 1626202165.8949
MEM 752.878906 1626202166.0015
MEM 676.402344 1626202166.1116
MEM 602.992188 1626202166.2211
MEM 576.164062 1626202166.3281
MEM 581.175781 1626202166.4326
MEM 583.839844 1626202166.5385
MEM 586.546875 1626202166.6936
MEM 592.617188 1626202166.8004
MEM 605.003906 1626202166.9065
MEM 621.902344 1626202167.0119
MEM 634.093750 1626202167.1229
MEM 641.781250 1626202167.2384
MEM 644.570312 1626202167.3705
MEM 648.734375 1626202167.4806
MEM 657.390625 1626202167.5889
MEM 670.695312 1626202167.6970
MEM 681.066406 1626202167.8157
MEM 681.683594 1626202167.9225
MEM 666.796875 1626202168.0346
MEM 640.636719 1626202168.1399
MEM 621.781250 1626202168.2492
MEM 621.781250 1626202168.3583
MEM 623.355469 1626202168.4720
MEM 632.800781 1626202168.5795
MEM 648.312500 1626202168.6855
MEM 645.871094 1626202168.7959
MEM 644.183594 1626202168.9029
MEM 639.593750 1626202169.0186
MEM 609.980469 1626202169.1281
MEM 614.484375 1626202169.2351
MEM 619.222656 1626202169.3481
MEM 615.109375 1626202169.4528
MEM 571.898438 1626202169.5602
MEM 562.242188 1626202169.6689
MEM 573.285156 1626202169.7811
MEM 590.429688 1626202169.8880
MEM 589.515625 1626202169.9971
MEM 562.113281 1626202170.1040
MEM 567.480469 1626202170.2110
MEM 564.382812 1626202170.3213
MEM 566.406250 1626202170.4261
MEM 510.031250 1626202170.5354
MEM 521.167969 1626202170.6472
MEM 530.843750 1626202170.7539
MEM 543.519531 1626202170.8638
MEM 553.730469 1626202170.9697
MEM 570.199219 1626202171.0764
MEM 595.527344 1626202171.1835
MEM 614.808594 1626202171.2871
MEM 638.800781 1626202171.3942
MEM 662.707031 1626202171.5025
MEM 644.777344 1626202171.6078
MEM 596.687500 1626202171.7129
MEM 545.652344 1626202171.8202
MEM 554.265625 1626202171.9275
MEM 561.722656 1626202172.0387
MEM 568.070312 1626202172.1458
MEM 573.367188 1626202172.2534
MEM 592.929688 1626202172.3605
MEM 611.757812 1626202172.4697
MEM 632.484375 1626202172.5748
MEM 653.511719 1626202172.6824
MEM 676.835938 1626202172.7915
MEM 641.378906 1626202172.8960
MEM 599.316406 1626202173.0018
MEM 532.050781 1626202173.1284
MEM 542.792969 1626202173.2338
MEM 553.183594 1626202173.3424
MEM 566.863281 1626202173.4471
MEM 584.367188 1626202173.5513
MEM 607.789062 1626202173.6575
MEM 632.867188 1626202173.7666
MEM 648.171875 1626202173.8749
MEM 660.406250 1626202173.9879
MEM 663.496094 1626202174.1022
MEM 668.824219 1626202174.2182
MEM 670.277344 1626202174.3477
MEM 670.382812 1626202174.4601
MEM 645.457031 1626202174.5853
MEM 584.988281 1626202174.6952
MEM 562.468750 1626202174.8027
MEM 545.828125 1626202174.9081
MEM 560.460938 1626202175.0162
MEM 567.851562 1626202175.1259
MEM 536.964844 1626202175.2346
MEM 529.734375 1626202175.3592
MEM 531.464844 1626202175.4905
MEM 533.730469 1626202175.6055
MEM 537.039062 1626202175.7135
MEM 550.132812 1626202175.8344
MEM 551.515625 1626202175.9411
MEM 567.027344 1626202176.0465
MEM 565.691406 1626202176.1504
MEM 545.542969 1626202176.2806
MEM 518.386719 1626202176.3864
MEM 512.183594 1626202176.5153
MEM 530.082031 1626202176.6224
MEM 534.957031 1626202176.7268
MEM 546.175781 1626202176.8324
MEM 530.554688 1626202176.9387
MEM 524.363281 1626202177.0464
MEM 538.613281 1626202177.1513
MEM 542.464844 1626202177.2592
MEM 537.230469 1626202177.3667
MEM 521.058594 1626202177.4771
MEM 527.253906 1626202177.5861
MEM 537.304688 1626202177.6939
MEM 547.406250 1626202177.7973
MEM 558.398438 1626202177.9056
MEM 585.867188 1626202178.0085
MEM 608.523438 1626202178.1166
MEM 634.078125 1626202178.2196
MEM 656.914062 1626202178.3252
MEM 664.332031 1626202178.4322
MEM 612.765625 1626202178.5355
MEM 581.746094 1626202178.6440
MEM 534.335938 1626202178.7506
MEM 546.152344 1626202178.8582
MEM 554.746094 1626202178.9665
MEM 566.902344 1626202179.0703
MEM 575.761719 1626202179.1753
MEM 587.339844 1626202179.2826
MEM 605.816406 1626202179.3860
MEM 626.851562 1626202179.4929
MEM 651.488281 1626202179.5972
MEM 674.105469 1626202179.7015
MEM 697.628906 1626202179.8083
MEM 667.148438 1626202179.9116
MEM 618.410156 1626202180.0242
MEM 562.031250 1626202180.1316
MEM 503.472656 1626202180.2453
MEM 511.847656 1626202180.3493
MEM 521.945312 1626202180.4724
MEM 527.832031 1626202180.6013
MEM 532.371094 1626202180.7306
MEM 536.722656 1626202180.8512
MEM 544.062500 1626202180.9611
MEM 561.890625 1626202181.0688
MEM 580.628906 1626202181.1781
MEM 597.304688 1626202181.2827
MEM 603.644531 1626202181.4049
MEM 617.460938 1626202181.5183
MEM 618.816406 1626202181.6286
MEM 629.679688 1626202181.7334
MEM 643.460938 1626202181.8407
MEM 653.980469 1626202181.9481
MEM 671.945312 1626202182.0538
MEM 692.515625 1626202182.1595
MEM 716.695312 1626202182.2659
MEM 729.074219 1626202182.3773
MEM 736.843750 1626202182.4953
MEM 745.777344 1626202182.6018
MEM 750.917969 1626202182.7063
MEM 732.937500 1626202182.8095
MEM 698.593750 1626202182.9358
MEM 709.992188 1626202183.0436
MEM 690.718750 1626202183.1704
MEM 707.292969 1626202183.2801
MEM 721.023438 1626202183.3859
MEM 727.773438 1626202183.4943
MEM 747.421875 1626202183.5992
MEM 732.156250 1626202183.7082
MEM 749.039062 1626202183.8180
MEM 684.335938 1626202183.9242
MEM 661.519531 1626202184.0353
MEM 612.664062 1626202184.1618
MEM 612.535156 1626202184.2678
MEM 616.199219 1626202184.3928
MEM 631.937500 1626202184.4996
MEM 651.332031 1626202184.6070
MEM 665.082031 1626202184.7114
MEM 668.562500 1626202184.8320
MEM 675.714844 1626202184.9366
MEM 680.062500 1626202185.0514
MEM 691.371094 1626202185.1552
MEM 675.957031 1626202185.2671
MEM 682.148438 1626202185.3756
MEM 689.640625 1626202185.4854
MEM 703.679688 1626202185.5936
MEM 719.210938 1626202185.7023
MEM 740.429688 1626202185.8095
MEM 762.617188 1626202185.9197
MEM 781.398438 1626202186.0265
MEM 792.667969 1626202186.1404
MEM 813.718750 1626202186.2455
MEM 836.726562 1626202186.3530
MEM 818.898438 1626202186.4571
MEM 782.062500 1626202186.5655
MEM 744.593750 1626202186.6885
MEM 737.601562 1626202186.8063
MEM 705.894531 1626202186.9175
MEM 710.953125 1626202187.0504
MEM 717.882812 1626202187.1766
MEM 724.476562 1626202187.2880
MEM 739.437500 1626202187.3952
MEM 763.882812 1626202187.5024
MEM 787.503906 1626202187.6099
MEM 801.312500 1626202187.7308
MEM 807.000000 1626202187.8396
MEM 816.019531 1626202187.9475
MEM 830.128906 1626202188.0550
MEM 845.957031 1626202188.1592
MEM 864.761719 1626202188.2632
MEM 792.921875 1626202188.3669
MEM 745.863281 1626202188.4764
MEM 729.507812 1626202188.5954
MEM 700.144531 1626202188.7014
MEM 685.183594 1626202188.8096
MEM 661.406250 1626202188.9180
MEM 674.160156 1626202189.0262
MEM 682.230469 1626202189.1359
MEM 694.296875 1626202189.2457
MEM 706.125000 1626202189.3555
MEM 678.691406 1626202189.4667
MEM 662.675781 1626202189.5778
MEM 641.535156 1626202189.6856
MEM 631.917969 1626202189.7943
MEM 638.031250 1626202189.9110
MEM 642.933594 1626202190.0185
MEM 656.691406 1626202190.1235
MEM 675.066406 1626202190.2316
MEM 690.746094 1626202190.3359
MEM 709.152344 1626202190.4438
MEM 724.269531 1626202190.5474
MEM 743.308594 1626202190.6519
MEM 760.910156 1626202190.7554
MEM 725.488281 1626202190.8647
MEM 670.105469 1626202190.9719
MEM 636.718750 1626202191.0776
MEM 645.445312 1626202191.1836
MEM 653.085938 1626202191.2894
MEM 661.093750 1626202191.3963
MEM 672.609375 1626202191.5122
MEM 688.125000 1626202191.6197
MEM 709.562500 1626202191.7282
MEM 732.386719 1626202191.8342
MEM 708.546875 1626202191.9463
MEM 659.746094 1626202192.0632
MEM 651.550781 1626202192.1690
MEM 661.308594 1626202192.2740
MEM 670.753906 1626202192.3789
MEM 680.285156 1626202192.4861
MEM 690.410156 1626202192.5962
MEM 703.128906 1626202192.7045
MEM 715.957031 1626202192.8088
MEM 733.417969 1626202192.9145
MEM 755.597656 1626202193.0190
MEM 777.320312 1626202193.1260
MEM 737.781250 1626202193.2342
MEM 742.605469 1626202193.3386
MEM 711.074219 1626202193.4436
MEM 708.484375 1626202193.5556
MEM 716.343750 1626202193.6598
MEM 722.128906 1626202193.7904
MEM 723.503906 1626202193.9121
MEM 726.476562 1626202194.0189
MEM 731.542969 1626202194.1389
MEM 738.296875 1626202194.2519
MEM 739.425781 1626202194.3697
MEM 740.687500 1626202194.4800
MEM 756.906250 1626202194.5886
MEM 734.417969 1626202194.7011
MEM 690.562500 1626202194.8101
MEM 632.484375 1626202194.9193
MEM 595.093750 1626202195.0299
MEM 563.421875 1626202195.1635
MEM 561.527344 1626202195.2736
MEM 578.417969 1626202195.3837
MEM 588.703125 1626202195.4998
MEM 611.378906 1626202195.6071
MEM 635.488281 1626202195.7168
MEM 640.347656 1626202195.8376
MEM 652.000000 1626202195.9432
MEM 660.917969 1626202196.0502
MEM 656.152344 1626202196.1615
MEM 646.281250 1626202196.2690
MEM 639.398438 1626202196.3778
MEM 640.000000 1626202196.4873
MEM 654.972656 1626202196.5975
MEM 675.792969 1626202196.7072
MEM 661.917969 1626202196.8287
MEM 662.832031 1626202196.9339
MEM 636.812500 1626202197.0377
MEM 599.230469 1626202197.1431
MEM 567.046875 1626202197.2679
MEM 577.015625 1626202197.3776
MEM 585.230469 1626202197.4849
MEM 596.089844 1626202197.5937
MEM 612.292969 1626202197.6971
MEM 633.605469 1626202197.7999
MEM 654.808594 1626202197.9052
MEM 674.949219 1626202198.0097
MEM 696.214844 1626202198.1138
MEM 687.894531 1626202198.2190
MEM 681.281250 1626202198.3260
MEM 679.617188 1626202198.4347
MEM 682.398438 1626202198.5438
MEM 682.398438 1626202198.6543
MEM 687.109375 1626202198.7631
MEM 660.636719 1626202198.8744
MEM 630.582031 1626202198.9821
MEM 618.609375 1626202199.0892
MEM 633.433594 1626202199.1945
MEM 648.972656 1626202199.2985
MEM 661.996094 1626202199.4053
MEM 687.269531 1626202199.5103
MEM 711.605469 1626202199.6143
MEM 735.285156 1626202199.7207
MEM 757.578125 1626202199.8285
